Date,Company,Ticker,Open,High,Low,Close,Adj Close,Volume
06-09-2021,Meta Platforms,META,89.62,92.32,89.29,90.69,90.69,252353
07-09-2021,Meta Platforms,META,90.64,91.52,89.29,89.37,89.37,180479
08-09-2021,Meta Platforms,META,95.66,96.41,92.34,92.77,92.77,1148445
09-09-2021,Meta Platforms,META,92.55,93.47,90.33,91,91,1873297
10-09-2021,Meta Platforms,META,95.08,96.36,93.48,93.55,93.55,852773
13-09-2021,Meta Platforms,META,91.86,92.51,89.5,90.53,90.53,334775
14-09-2021,Meta Platforms,META,91.8,92.22,89.18,91.25,91.25,1067532
15-09-2021,Meta Platforms,META,92.31,93.78,91.86,93.7,93.7,1062393
16-09-2021,Meta Platforms,META,92.42,93.4,90.61,91.8,91.8,2589563
17-09-2021,Meta Platforms,META,92.66,92.85,92.05,92.41,92.41,338483
20-09-2021,Meta Platforms,META,89.8,91.58,88.79,90.26,90.26,1139878
21-09-2021,Meta Platforms,META,91.19,93.31,89.15,89.76,89.76,1296994
22-09-2021,Meta Platforms,META,90.21,90.71,88.39,89.23,89.23,546733
23-09-2021,Meta Platforms,META,91.47,91.86,90.42,91.34,91.34,1615375
24-09-2021,Meta Platforms,META,90.87,93.93,89.87,92.41,92.41,431620
27-09-2021,Meta Platforms,META,90.79,91.69,90.03,90.36,90.36,1179039
28-09-2021,Meta Platforms,META,91.07,91.27,89.13,89.41,89.41,258904
29-09-2021,Meta Platforms,META,91.38,92.25,88.97,90.32,90.32,126379
30-09-2021,Meta Platforms,META,93.06,93.74,89.61,90.12,90.12,179581
01-10-2021,Meta Platforms,META,90.94,91.72,89.83,91.08,91.08,409818
04-10-2021,Meta Platforms,META,90.87,93.68,90.73,91.78,91.78,974529
05-10-2021,Meta Platforms,META,92.31,94.48,90.24,91.08,91.08,535328
06-10-2021,Meta Platforms,META,92.08,92.7,91.37,92.5,92.5,435486
07-10-2021,Meta Platforms,META,91.98,92.72,90.6,91.21,91.21,935438
08-10-2021,Meta Platforms,META,92.23,93.04,90.24,90.61,90.61,1838183
11-10-2021,Meta Platforms,META,90.53,90.55,90.1,90.4,90.4,799941
12-10-2021,Meta Platforms,META,87.67,89.3,86.72,88.23,88.23,1710613
13-10-2021,Meta Platforms,META,89.48,89.55,88.25,89.41,89.41,927353
14-10-2021,Meta Platforms,META,90.08,91.32,89.89,90.82,90.82,1001046
15-10-2021,Meta Platforms,META,87.15,91.18,85.32,90.53,90.53,511202
18-10-2021,Meta Platforms,META,90.99,91.94,87.87,89.48,89.48,1314914
19-10-2021,Meta Platforms,META,89.84,89.92,87.34,88.94,88.94,246062
20-10-2021,Meta Platforms,META,86.94,90.13,86.81,89.95,89.95,551485
21-10-2021,Meta Platforms,META,87.48,89.75,87.29,89.13,89.13,742470
22-10-2021,Meta Platforms,META,85.31,86.06,84.89,86.02,86.02,692420
25-10-2021,Meta Platforms,META,85.07,87.89,84.31,86.39,86.39,82439
26-10-2021,Meta Platforms,META,85.42,87.32,85.1,86.57,86.57,1340450
27-10-2021,Meta Platforms,META,86.89,89.04,86.22,88.88,88.88,213196
28-10-2021,Meta Platforms,META,88.19,89.41,87.11,88.62,88.62,21311
29-10-2021,Meta Platforms,META,91.1,91.81,87.62,89.13,89.13,1803139
01-11-2021,Meta Platforms,META,87.54,89.9,85.96,89.39,89.39,895038
02-11-2021,Meta Platforms,META,86.72,88.96,85.82,87.35,87.35,268530
03-11-2021,Meta Platforms,META,86.28,87,84.81,85.02,85.02,987179
04-11-2021,Meta Platforms,META,87.1,87.54,86.45,87.31,87.31,168654
05-11-2021,Meta Platforms,META,90.14,91.55,88.51,88.61,88.61,18849
08-11-2021,Meta Platforms,META,90.22,91.17,89.45,89.74,89.74,612437
09-11-2021,Meta Platforms,META,90.17,90.28,88.63,88.66,88.66,208116
10-11-2021,Meta Platforms,META,89.65,90.19,87.8,87.89,87.89,159856
11-11-2021,Meta Platforms,META,87.58,90.74,86.61,89.87,89.87,427194
12-11-2021,Meta Platforms,META,89.1,92.72,88.18,91.52,91.52,1000582
15-11-2021,Meta Platforms,META,89.83,92.14,89.54,91.89,91.89,260321
16-11-2021,Meta Platforms,META,91.16,92.9,89.41,92.1,92.1,1304340
17-11-2021,Meta Platforms,META,88.72,92.54,87.63,91.41,91.41,410814
18-11-2021,Meta Platforms,META,90.68,91.88,89.9,91.57,91.57,1310308
19-11-2021,Meta Platforms,META,91.78,91.99,88.14,89.82,89.82,805870
22-11-2021,Meta Platforms,META,91.93,93.82,91.34,92.58,92.58,26405
23-11-2021,Meta Platforms,META,93.44,93.86,91.88,92.35,92.35,14452
24-11-2021,Meta Platforms,META,92.72,93.15,92.07,92.18,92.18,88362
25-11-2021,Meta Platforms,META,91.23,92.94,90.67,91.34,91.34,295480
26-11-2021,Meta Platforms,META,92.4,93.57,91,91.37,91.37,107302
29-11-2021,Meta Platforms,META,91.65,92.77,88.43,89.63,89.63,142943
30-11-2021,Meta Platforms,META,91.38,92.52,90.88,91.88,91.88,1801057
01-12-2021,Meta Platforms,META,89.17,89.8,88.76,88.93,88.93,472090
02-12-2021,Meta Platforms,META,86.68,90.48,86.44,89.4,89.4,2074082
03-12-2021,Meta Platforms,META,88.21,88.49,85.5,86.6,86.6,1958347
06-12-2021,Meta Platforms,META,86.98,89.17,86.87,88.71,88.71,2644343
07-12-2021,Meta Platforms,META,88.26,90.48,87.17,90.01,90.01,97983
08-12-2021,Meta Platforms,META,89.28,89.55,88.24,88.58,88.58,621571
09-12-2021,Meta Platforms,META,88.28,89.06,87.16,89.03,89.03,51393
10-12-2021,Meta Platforms,META,87.69,91.63,87.04,90.73,90.73,595661
13-12-2021,Meta Platforms,META,89.61,92.75,85.04,86.1,86.1,223238
14-12-2021,Meta Platforms,META,88.41,89.27,87.76,88.75,88.75,555604
15-12-2021,Meta Platforms,META,89.86,90.01,89.38,89.57,89.57,1133770
16-12-2021,Meta Platforms,META,88.76,89.41,85.03,85.22,85.22,18708
17-12-2021,Meta Platforms,META,87.96,90.42,87.19,89.47,89.47,407052
20-12-2021,Meta Platforms,META,87.64,88.26,86.37,87.23,87.23,953125
21-12-2021,Meta Platforms,META,89.9,90.63,89.26,90.11,90.11,431922
22-12-2021,Meta Platforms,META,88.95,90.14,88.2,88.91,88.91,351448
23-12-2021,Meta Platforms,META,87.9,88.78,86.64,86.81,86.81,744902
24-12-2021,Meta Platforms,META,86.68,88,86.37,87.21,87.21,1893614
27-12-2021,Meta Platforms,META,87.86,88.68,86.99,87.65,87.65,937570
28-12-2021,Meta Platforms,META,86.29,87.91,85.35,87.14,87.14,829474
29-12-2021,Meta Platforms,META,88.05,90.06,87.35,87.98,87.98,1239258
30-12-2021,Meta Platforms,META,87.63,89.21,86.32,87.85,87.85,3019512
31-12-2021,Meta Platforms,META,87.98,90.84,87.77,89.6,89.6,491636
03-01-2022,Meta Platforms,META,88.9,89.38,86.61,87.12,87.12,1060209
04-01-2022,Meta Platforms,META,90.14,90.65,87.75,87.77,87.77,1769075
05-01-2022,Meta Platforms,META,88.55,89.36,88.4,88.84,88.84,822419
06-01-2022,Meta Platforms,META,90.84,90.85,89.39,89.72,89.72,155190
07-01-2022,Meta Platforms,META,89.35,90.01,87.36,87.66,87.66,1345870
10-01-2022,Meta Platforms,META,88.36,89.58,88.1,88.71,88.71,193589
11-01-2022,Meta Platforms,META,89.06,89.45,87.97,88.07,88.07,265362
12-01-2022,Meta Platforms,META,88.41,88.55,85.13,86.56,86.56,926215
13-01-2022,Meta Platforms,META,91.12,91.48,90.92,91.39,91.39,617651
14-01-2022,Meta Platforms,META,89.02,91.15,88.88,89.95,89.95,450189
17-01-2022,Meta Platforms,META,90.3,92.34,88,90.9,90.9,550536
18-01-2022,Meta Platforms,META,89.49,90.35,89.04,90.2,90.2,1452467
19-01-2022,Meta Platforms,META,91.86,92.48,90.69,91.83,91.83,1039111
20-01-2022,Meta Platforms,META,93.35,95.17,91.8,94.1,94.1,817889
21-01-2022,Meta Platforms,META,93.56,94.43,91.16,92.28,92.28,1189411
24-01-2022,Meta Platforms,META,94.07,94.71,91.2,91.53,91.53,603187
25-01-2022,Meta Platforms,META,91,91.42,89.99,91.38,91.38,740824
26-01-2022,Meta Platforms,META,90.21,91.49,87.65,90.5,90.5,191027
27-01-2022,Meta Platforms,META,93.06,93.08,91.17,91.43,91.43,22465
28-01-2022,Meta Platforms,META,91.54,92.65,89.09,89.81,89.81,718185
31-01-2022,Meta Platforms,META,91.7,92.38,90.69,91.28,91.28,354040
01-02-2022,Meta Platforms,META,91.52,93.74,90.28,92.19,92.19,1467525
02-02-2022,Meta Platforms,META,92.27,92.44,91.91,92.16,92.16,223202
03-02-2022,Meta Platforms,META,95.05,95.88,91.85,91.96,91.96,1643188
04-02-2022,Meta Platforms,META,93.12,94.98,92.89,94.96,94.96,1260164
07-02-2022,Meta Platforms,META,95.4,95.96,94.12,95.64,95.64,557691
08-02-2022,Meta Platforms,META,95.53,97.38,94.39,96.89,96.89,1580540
09-02-2022,Meta Platforms,META,94.77,96.23,94.53,94.97,94.97,466358
10-02-2022,Meta Platforms,META,95.7,96.02,94.48,94.64,94.64,835142
11-02-2022,Meta Platforms,META,97.28,97.47,91.56,93.59,93.59,6799
14-02-2022,Meta Platforms,META,94.78,94.96,93.24,94.61,94.61,2211861
15-02-2022,Meta Platforms,META,97.22,97.49,93.83,94.26,94.26,588553
16-02-2022,Meta Platforms,META,94.56,98.64,93.2,96.62,96.62,189706
17-02-2022,Meta Platforms,META,95.42,96.53,94.78,96.51,96.51,487872
18-02-2022,Meta Platforms,META,97.04,97.76,93.75,95.05,95.05,956436
21-02-2022,Meta Platforms,META,94.2,95.56,93.88,95.21,95.21,708
22-02-2022,Meta Platforms,META,92.03,94.76,91.57,93.88,93.88,470042
23-02-2022,Meta Platforms,META,94.4,94.47,91.6,93.7,93.7,247025
24-02-2022,Meta Platforms,META,93.99,94.73,93.52,93.7,93.7,649373
25-02-2022,Meta Platforms,META,94.42,95.12,92.56,94.52,94.52,1007513
28-02-2022,Meta Platforms,META,92.59,96.04,91.7,94.07,94.07,1211171
01-03-2022,Meta Platforms,META,94.39,95.35,93.27,93.67,93.67,686318
02-03-2022,Meta Platforms,META,92.88,95.34,91.32,93.36,93.36,1617212
03-03-2022,Meta Platforms,META,93.03,94.37,91.84,92.03,92.03,921650
04-03-2022,Meta Platforms,META,92.86,95.95,92.85,94.5,94.5,1252393
07-03-2022,Meta Platforms,META,92.21,93.15,89.61,92.73,92.73,198948
08-03-2022,Meta Platforms,META,92.64,93.88,91.54,92.61,92.61,680216
09-03-2022,Meta Platforms,META,93.96,94.28,90.48,90.99,90.99,81522
10-03-2022,Meta Platforms,META,94.2,94.87,93.33,93.36,93.36,1087245
11-03-2022,Meta Platforms,META,93.82,96.73,93.15,95.58,95.58,462591
14-03-2022,Meta Platforms,META,91.8,94.04,90.82,92.85,92.85,464404
15-03-2022,Meta Platforms,META,93.05,93.62,92.45,93.37,93.37,1422369
16-03-2022,Meta Platforms,META,94.84,94.92,93.27,94.08,94.08,830444
17-03-2022,Meta Platforms,META,94.14,95.54,93.38,94.03,94.03,1503080
18-03-2022,Meta Platforms,META,95.18,95.57,92.88,93.13,93.13,1995667
21-03-2022,Meta Platforms,META,101.09,101.28,98.05,98.59,98.59,887655
22-03-2022,Meta Platforms,META,98.23,100.58,97.73,100.35,100.35,665924
23-03-2022,Meta Platforms,META,100.11,101.14,99.55,100.53,100.53,1100154
24-03-2022,Meta Platforms,META,101.08,101.88,99.41,101.42,101.42,5596
25-03-2022,Meta Platforms,META,101.96,102.35,99.51,100.2,100.2,849102
28-03-2022,Meta Platforms,META,100.68,102.43,100.33,100.91,100.91,890383
29-03-2022,Meta Platforms,META,102.31,102.36,102.23,102.24,102.24,660321
30-03-2022,Meta Platforms,META,101.66,102.16,100.86,101.39,101.39,2153342
31-03-2022,Meta Platforms,META,101.83,102.69,99.56,100.25,100.25,392012
01-04-2022,Meta Platforms,META,101.3,101.99,99.49,100.86,100.86,1211943
04-04-2022,Meta Platforms,META,100.59,100.73,98.18,99.96,99.96,408652
05-04-2022,Meta Platforms,META,101.61,103.13,100.17,101.29,101.29,629263
06-04-2022,Meta Platforms,META,102.31,104.01,99.12,100.24,100.24,1235811
07-04-2022,Meta Platforms,META,101.3,101.46,100.41,100.91,100.91,1117398
08-04-2022,Meta Platforms,META,101.29,102.62,99.07,99.49,99.49,260280
11-04-2022,Meta Platforms,META,98.41,98.76,98.36,98.42,98.42,32796
12-04-2022,Meta Platforms,META,99.7,101.16,98.81,100.23,100.23,1035249
13-04-2022,Meta Platforms,META,98.68,101.09,98.03,99.6,99.6,83437
14-04-2022,Meta Platforms,META,98,99.53,97.79,98.53,98.53,69344
15-04-2022,Meta Platforms,META,98.01,99.46,97.74,98.91,98.91,1673452
18-04-2022,Meta Platforms,META,100.75,101.58,97.3,98.11,98.11,1148263
19-04-2022,Meta Platforms,META,99.5,101.34,98.58,100.22,100.22,1017661
20-04-2022,Meta Platforms,META,99.17,99.79,98.78,99.45,99.45,1326472
21-04-2022,Meta Platforms,META,99.99,100.34,99.95,100.11,100.11,1531107
22-04-2022,Meta Platforms,META,98.81,98.93,97.68,98.87,98.87,334077
25-04-2022,Meta Platforms,META,101,101.03,99.24,99.42,99.42,225307
26-04-2022,Meta Platforms,META,100.7,101.77,100.27,100.94,100.94,1606577
27-04-2022,Meta Platforms,META,100.8,102.09,99.74,100.43,100.43,502974
28-04-2022,Meta Platforms,META,99.5,99.76,98.71,99.53,99.53,690541
29-04-2022,Meta Platforms,META,97.65,97.81,96.94,97.74,97.74,682052
02-05-2022,Meta Platforms,META,100.91,101.15,98.34,98.84,98.84,472002
03-05-2022,Meta Platforms,META,98.71,99.86,97.47,99.37,99.37,869156
04-05-2022,Meta Platforms,META,99.4,99.44,97.07,97.75,97.75,209313
05-05-2022,Meta Platforms,META,100.09,102.17,98.71,101.39,101.39,303818
06-05-2022,Meta Platforms,META,100.61,102.06,98.32,99.66,99.66,692918
09-05-2022,Meta Platforms,META,98.08,102.4,97.31,100.41,100.41,549557
10-05-2022,Meta Platforms,META,99.21,99.26,97.94,97.96,97.96,1919673
11-05-2022,Meta Platforms,META,97.86,98.36,95.74,97.19,97.19,1256506
12-05-2022,Meta Platforms,META,98.04,98.32,96.15,96.94,96.94,340051
13-05-2022,Meta Platforms,META,99.56,100.29,98.95,99.96,99.96,1085150
16-05-2022,Meta Platforms,META,98.57,103.59,97.22,102.34,102.34,1322457
17-05-2022,Meta Platforms,META,98.62,99.23,98.36,98.68,98.68,125454
18-05-2022,Meta Platforms,META,99.38,101.6,98.91,99.14,99.14,851406
19-05-2022,Meta Platforms,META,101.35,104.53,101.04,104.16,104.16,921801
20-05-2022,Meta Platforms,META,102.69,103.3,100.57,102.63,102.63,1130888
23-05-2022,Meta Platforms,META,101.16,101.72,98.84,99.76,99.76,417366
24-05-2022,Meta Platforms,META,99.91,102.1,98.66,101.18,101.18,54934
25-05-2022,Meta Platforms,META,100.76,100.98,99.9,100.21,100.21,2426716
26-05-2022,Meta Platforms,META,101.19,101.76,98.36,99.38,99.38,2088442
27-05-2022,Meta Platforms,META,99.62,101.49,98.94,99.33,99.33,868292
30-05-2022,Meta Platforms,META,102.51,102.52,99.02,99.34,99.34,924270
31-05-2022,Meta Platforms,META,100.04,102.06,99.78,101.14,101.14,895346
01-06-2022,Meta Platforms,META,100.59,101.24,99.14,100,100,234620
02-06-2022,Meta Platforms,META,97.79,98.09,96.25,96.3,96.3,2620793
03-06-2022,Meta Platforms,META,95.62,99.19,95.34,98.19,98.19,1758620
06-06-2022,Meta Platforms,META,96.85,96.92,95.62,96.86,96.86,1096469
07-06-2022,Meta Platforms,META,94.6,94.8,93.11,93.91,93.91,63524
08-06-2022,Meta Platforms,META,98.1,98.14,96.34,96.4,96.4,848430
09-06-2022,Meta Platforms,META,93.18,95.03,91.98,94.82,94.82,491902
10-06-2022,Meta Platforms,META,93.11,96.24,91.92,95.61,95.61,624345
13-06-2022,Meta Platforms,META,94.94,97.14,93.62,94.52,94.52,1274875
14-06-2022,Meta Platforms,META,97.21,97.41,95.42,95.42,95.42,598794
15-06-2022,Meta Platforms,META,95.79,95.88,93.93,94.39,94.39,1455822
16-06-2022,Meta Platforms,META,96.99,97.16,95.58,97.08,97.08,409762
17-06-2022,Meta Platforms,META,95.44,98.4,95,97.7,97.7,479492
20-06-2022,Meta Platforms,META,95.61,95.98,95.3,95.78,95.78,1699957
21-06-2022,Meta Platforms,META,96.85,97.79,94.94,95.97,95.97,397927
22-06-2022,Meta Platforms,META,97.79,98.64,95.11,95.76,95.76,1089633
23-06-2022,Meta Platforms,META,94.59,96.41,94.58,95.01,95.01,902277
24-06-2022,Meta Platforms,META,94.54,97.48,93.51,96.97,96.97,657834
27-06-2022,Meta Platforms,META,95.92,96.81,93.8,93.97,93.97,553251
28-06-2022,Meta Platforms,META,94,94.88,93.05,94.28,94.28,463206
29-06-2022,Meta Platforms,META,94.47,97.92,93.92,96.69,96.69,625630
30-06-2022,Meta Platforms,META,96.73,98.27,96.19,98.01,98.01,1008554
01-07-2022,Meta Platforms,META,94.22,98.1,94.13,96.54,96.54,263448
04-07-2022,Meta Platforms,META,99,99.33,97.29,98.02,98.02,335058
05-07-2022,Meta Platforms,META,96.68,98.37,95.93,96.84,96.84,612468
06-07-2022,Meta Platforms,META,95.2,96.01,95.07,95.97,95.97,333859
07-07-2022,Meta Platforms,META,98.24,99.55,97.26,97.89,97.89,1328933
08-07-2022,Meta Platforms,META,97.47,100.19,96.45,98.18,98.18,249308
11-07-2022,Meta Platforms,META,97.51,97.53,96.26,96.61,96.61,1563413
12-07-2022,Meta Platforms,META,95.44,98.29,94.04,97.79,97.79,367649
13-07-2022,Meta Platforms,META,93.66,97.27,93.07,96.39,96.39,123547
14-07-2022,Meta Platforms,META,97.13,98.19,93.18,94.67,94.67,1962587
15-07-2022,Meta Platforms,META,96.03,98.37,95.28,97.03,97.03,485305
18-07-2022,Meta Platforms,META,97.61,98.63,96.73,98.06,98.06,1987061
19-07-2022,Meta Platforms,META,95.16,95.69,93.6,95.35,95.35,853975
20-07-2022,Meta Platforms,META,97,97.09,96.44,97.05,97.05,2529560
21-07-2022,Meta Platforms,META,96.6,98.29,96.21,97.13,97.13,204471
22-07-2022,Meta Platforms,META,99.46,99.93,99.13,99.28,99.28,73947
25-07-2022,Meta Platforms,META,97.88,99.29,96.75,98.53,98.53,622711
26-07-2022,Meta Platforms,META,98.14,99.03,96.07,96.7,96.7,253165
27-07-2022,Meta Platforms,META,97.77,98.22,96.4,96.91,96.91,196466
28-07-2022,Meta Platforms,META,97.49,97.66,95.4,96.95,96.95,491153
29-07-2022,Meta Platforms,META,98.02,98.29,97.96,98.05,98.05,479441
01-08-2022,Meta Platforms,META,99.16,100.36,96.59,97.63,97.63,487202
02-08-2022,Meta Platforms,META,98.05,99.34,97.17,97.63,97.63,181426
03-08-2022,Meta Platforms,META,100.27,100.69,98.19,99.12,99.12,31439
04-08-2022,Meta Platforms,META,98.24,101.45,97.88,99.66,99.66,301107
05-08-2022,Meta Platforms,META,99.82,102.68,98.81,102.33,102.33,95464
08-08-2022,Meta Platforms,META,97.66,100.18,96.74,99.35,99.35,549540
09-08-2022,Meta Platforms,META,99.1,100.84,98.26,98.58,98.58,1832557
10-08-2022,Meta Platforms,META,101.13,101.5,100.4,100.79,100.79,1927672
11-08-2022,Meta Platforms,META,100.86,102.03,99.45,101.98,101.98,52404
12-08-2022,Meta Platforms,META,103.66,103.72,102.25,103.2,103.2,366507
15-08-2022,Meta Platforms,META,101.55,103.9,101.28,102.33,102.33,243383
16-08-2022,Meta Platforms,META,102.98,106.81,100.76,105.18,105.18,159045
17-08-2022,Meta Platforms,META,104.26,105.73,101.28,102.44,102.44,216775
18-08-2022,Meta Platforms,META,102.55,103.9,101.94,103.06,103.06,539122
19-08-2022,Meta Platforms,META,103.43,105.91,103.2,104.81,104.81,1217959
22-08-2022,Meta Platforms,META,103.33,103.56,101.95,103.13,103.13,194107
23-08-2022,Meta Platforms,META,103.41,105.53,102.73,104.42,104.42,408607
24-08-2022,Meta Platforms,META,104.23,105.11,103.16,103.7,103.7,1228980
25-08-2022,Meta Platforms,META,103.08,106.26,102.5,104.18,104.18,31058
26-08-2022,Meta Platforms,META,104.9,105.57,104.58,104.87,104.87,187329
29-08-2022,Meta Platforms,META,102.57,103.29,102.11,102.68,102.68,2747504
30-08-2022,Meta Platforms,META,103.09,104.48,102.68,103.06,103.06,382988
31-08-2022,Meta Platforms,META,104.89,105.66,102.4,102.62,102.62,508268
01-09-2022,Meta Platforms,META,109.47,111.19,103.17,103.46,103.46,287328
02-09-2022,Meta Platforms,META,106.12,106.69,105.41,105.74,105.74,1517173
05-09-2022,Meta Platforms,META,107.54,108.67,105.93,106.38,106.38,1257149
06-09-2022,Meta Platforms,META,106.24,107.87,105.49,107.14,107.14,685507
07-09-2022,Meta Platforms,META,107.73,108.4,105.61,105.71,105.71,1295871
08-09-2022,Meta Platforms,META,105.24,106.9,105.18,106.7,106.7,91752
09-09-2022,Meta Platforms,META,105.53,105.75,103.59,105.16,105.16,985449
12-09-2022,Meta Platforms,META,107.13,108.01,104.85,105.8,105.8,876046
13-09-2022,Meta Platforms,META,107.58,107.81,103.87,105.51,105.51,392471
14-09-2022,Meta Platforms,META,106.28,106.92,104.63,104.82,104.82,324057
15-09-2022,Meta Platforms,META,103.81,108.04,103.63,105.05,105.05,1630473
16-09-2022,Meta Platforms,META,106.58,107.05,104.63,106.15,106.15,948916
19-09-2022,Meta Platforms,META,106.56,106.8,104.61,105.74,105.74,1106293
20-09-2022,Meta Platforms,META,103.16,103.91,102.11,103.38,103.38,1223083
21-09-2022,Meta Platforms,META,103.97,105.16,102.15,104.59,104.59,270057
22-09-2022,Meta Platforms,META,102.57,105.78,100.58,104.41,104.41,911362
23-09-2022,Meta Platforms,META,104.08,106.08,103.53,105.23,105.23,199810
26-09-2022,Meta Platforms,META,103.76,105.5,103.48,104.77,104.77,1654887
27-09-2022,Meta Platforms,META,102.77,103.7,101.64,103.61,103.61,2411676
